,,top,mid_L_top,mid_R_top,mid_L_bot,mid_R_bot,bot_L,bot_R,"
"
vid_56_frame_149_0.jpg,N/A,"[31, 3]","[22, 27]","[41, 27]","[18, 46]","[44, 46]","[14, 65]","[48, 67]",
vid_42_frame_1000_8.jpg,N/A,"[8, 1]","[4, 9]","[12, 9]","[4, 15]","[13, 15]","[3, 23]","[16, 23]",
vid_38_frame_746_5.jpg,N/A,"[20, 3]","[14, 13]","[25, 14]","[11, 23]","[26, 24]","[9, 33]","[26, 34]",
vid_38_frame_763_4.jpg,N/A,"[13, 3]","[9, 15]","[19, 14]","[9, 23]","[21, 22]","[6, 34]","[24, 34]",
vid_42_frame_488_6.jpg,N/A,"[13, 2]","[8, 11]","[16, 11]","[7, 18]","[17, 18]","[5, 25]","[18, 26]",
vid_38_frame_538_1.jpg,N/A,"[19, 4]","[14, 18]","[25, 17]","[13, 27]","[28, 27]","[10, 40]","[30, 39]",
vid_59_frame_145_7.jpg,N/A,"[34, 3]","[23, 28]","[45, 27]","[20, 46]","[47, 46]","[16, 71]","[53, 71]",
vid_52_frame_122_4.jpg,N/A,"[18, 4]","[11, 18]","[22, 17]","[9, 31]","[25, 30]","[6, 44]","[27, 44]",
vid_38_frame_913_1.jpg,N/A,"[26, 2]","[18, 19]","[33, 20]","[15, 34]","[35, 35]","[12, 49]","[38, 49]",
vid_64_frame_890_2.jpg,N/A,"[18, 1]","[12, 14]","[23, 14]","[9, 25]","[25, 26]","[8, 39]","[27, 39]",
vid_38_frame_558_1.jpg,N/A,"[21, 1]","[15, 17]","[27, 16]","[12, 29]","[31, 30]","[10, 46]","[35, 44]",
vid_38_frame_977_2.jpg,N/A,"[18, 2]","[11, 17]","[24, 16]","[9, 29]","[26, 28]","[6, 44]","[29, 42]",
vid_38_frame_829_0.jpg,N/A,"[24, 3]","[15, 22]","[31, 20]","[14, 35]","[35, 34]","[11, 51]","[38, 51]",
vid_64_frame_354_3.jpg,N/A,"[14, 1]","[9, 13]","[18, 13]","[7, 22]","[19, 22]","[5, 32]","[21, 33]",
vid_56_frame_34_4.jpg,N/A,"[17, 0]","[11, 13]","[21, 13]","[9, 26]","[23, 26]","[6, 42]","[26, 40]",
vid_64_frame_887_3.jpg,N/A,"[12, 2]","[7, 13]","[17, 13]","[5, 22]","[18, 23]","[3, 32]","[20, 33]",
vid_42_frame_944_10.jpg,N/A,"[16, 4]","[11, 14]","[20, 15]","[9, 23]","[21, 23]","[5, 33]","[22, 34]",
vid_42_frame_599_1.jpg,N/A,"[27, 5]","[17, 36]","[43, 31]","[16, 60]","[50, 55]","[14, 88]","[61, 83]",
vid_42_frame_398_0.jpg,N/A,"[26, 8]","[14, 23]","[30, 23]","[9, 36]","[30, 39]","[1, 50]","[30, 55]",
vid_38_frame_961_2.jpg,N/A,"[26, 2]","[16, 18]","[32, 19]","[13, 31]","[33, 33]","[9, 45]","[35, 47]",
vid_38_frame_974_4.jpg,N/A,"[18, 2]","[10, 14]","[22, 15]","[7, 23]","[23, 24]","[4, 34]","[25, 37]",
vid_64_frame_877_8.jpg,N/A,"[10, 2]","[6, 11]","[14, 11]","[5, 20]","[16, 19]","[4, 29]","[19, 28]",
vid_41_frame_545_5.jpg,N/A,"[20, 6]","[14, 27]","[31, 25]","[13, 44]","[36, 42]","[12, 64]","[43, 60]",
vid_64_frame_829_3.jpg,N/A,"[38, 1]","[27, 25]","[50, 24]","[24, 47]","[56, 45]","[16, 76]","[64, 72]",
vid_64_frame_673_12.jpg,N/A,"[12, 2]","[9, 16]","[18, 15]","[8, 24]","[20, 23]","[6, 38]","[25, 36]",
vid_41_frame_345_7.jpg,N/A,"[8, 1]","[5, 8]","[10, 8]","[3, 14]","[11, 14]","[2, 21]","[12, 22]",
vid_38_frame_567_4.jpg,N/A,"[13, 1]","[8, 9]","[17, 9]","[6, 21]","[19, 20]","[5, 30]","[21, 30]",
vid_38_frame_819_5.jpg,N/A,"[19, 3]","[10, 15]","[23, 16]","[8, 25]","[24, 26]","[4, 38]","[25, 40]",
vid_41_frame_154_14.jpg,N/A,"[10, 2]","[6, 9]","[13, 9]","[5, 16]","[14, 16]","[5, 23]","[15, 23]",
vid_42_frame_267_3.jpg,N/A,"[8, 1]","[5, 9]","[13, 9]","[4, 16]","[14, 16]","[3, 23]","[14, 23]",
vid_41_frame_704_8.jpg,N/A,"[12, 2]","[6, 14]","[21, 12]","[6, 26]","[26, 23]","[7, 39]","[29, 36]",
vid_57_frame_87_0.jpg,N/A,"[32, 4]","[22, 29]","[40, 30]","[19, 47]","[45, 47]","[14, 70]","[51, 71]",
vid_42_frame_844_1.jpg,N/A,"[22, 1]","[16, 17]","[30, 17]","[14, 32]","[33, 32]","[10, 49]","[37, 48]",
vid_57_frame_88_5.jpg,N/A,"[30, 4]","[18, 29]","[40, 29]","[15, 48]","[44, 49]","[10, 72]","[47, 74]",
vid_64_frame_110_0.jpg,N/A,"[58, 4]","[42, 38]","[76, 38]","[36, 69]","[79, 71]","[29, 102]","[79, 105]",
vid_38_frame_968_2.jpg,N/A,"[11, 2]","[6, 11]","[15, 11]","[4, 20]","[16, 20]","[3, 30]","[19, 30]",
vid_57_frame_14_2.jpg,N/A,"[18, 1]","[14, 17]","[26, 17]","[13, 26]","[27, 26]","[9, 40]","[31, 40]",
vid_64_frame_557_1.jpg,N/A,"[13, 2]","[8, 12]","[16, 12]","[6, 21]","[18, 21]","[3, 31]","[21, 31]",
vid_57_frame_39_4.jpg,N/A,"[22, 1]","[14, 23]","[32, 23]","[12, 38]","[35, 37]","[6, 60]","[39, 60]",
vid_42_frame_840_5.jpg,N/A,"[13, 1]","[9, 10]","[17, 10]","[7, 17]","[18, 16]","[6, 26]","[21, 26]",
vid_62_frame_110_2.jpg,N/A,"[17, 0]","[12, 12]","[22, 12]","[10, 22]","[24, 22]","[8, 34]","[26, 34]",
vid_58_frame_128_13.jpg,N/A,"[20, 3]","[12, 16]","[22, 16]","[9, 24]","[22, 25]","[4, 36]","[23, 36]",
vid_38_frame_571_1.jpg,N/A,"[16, 2]","[9, 15]","[22, 15]","[8, 27]","[24, 26]","[7, 40]","[27, 40]",
vid_42_frame_784_5.jpg,N/A,"[11, 1]","[6, 14]","[18, 12]","[5, 26]","[21, 23]","[5, 37]","[26, 34]",
vid_41_frame_179_3.jpg,N/A,"[14, 2]","[10, 12]","[18, 12]","[9, 21]","[19, 21]","[6, 31]","[21, 31]",
vid_38_frame_956_0.jpg,N/A,"[57, 2]","[41, 32]","[67, 35]","[33, 58]","[69, 61]","[25, 81]","[72, 85]",
vid_42_frame_848_1.jpg,N/A,"[23, 12]","[17, 28]","[31, 27]","[15, 42]","[34, 41]","[14, 58]","[39, 57]",
vid_64_frame_78_1.jpg,N/A,"[19, 2]","[13, 17]","[24, 16]","[12, 27]","[26, 27]","[8, 42]","[30, 42]",
vid_41_frame_303_2.jpg,N/A,"[26, 4]","[19, 20]","[32, 21]","[16, 36]","[37, 37]","[12, 52]","[39, 54]",
vid_38_frame_806_6.jpg,N/A,"[13, 2]","[9, 10]","[16, 10]","[8, 17]","[17, 17]","[7, 24]","[18, 24]",
vid_38_frame_758_1.jpg,N/A,"[22, 1]","[15, 23]","[33, 20]","[13, 44]","[41, 40]","[12, 63]","[47, 60]",
vid_38_frame_966_1.jpg,N/A,"[27, 5]","[16, 25]","[35, 26]","[13, 41]","[36, 42]","[7, 59]","[39, 61]",
vid_50_frame_100_2.jpg,N/A,"[15, 1]","[11, 8]","[18, 8]","[9, 15]","[18, 15]","[7, 21]","[19, 21]",
vid_38_frame_773_0.jpg,N/A,"[14, 2]","[8, 15]","[19, 15]","[7, 27]","[22, 26]","[4, 39]","[24, 39]",
vid_38_frame_915_2.jpg,N/A,"[19, 7]","[14, 21]","[26, 20]","[12, 32]","[29, 31]","[11, 45]","[33, 44]",
vid_52_frame_89_4.jpg,N/A,"[21, 1]","[13, 18]","[27, 18]","[10, 33]","[29, 33]","[5, 49]","[33, 49]",
vid_38_frame_813_1.jpg,N/A,"[14, 1]","[9, 13]","[22, 11]","[9, 25]","[25, 23]","[8, 37]","[29, 36]",
vid_56_frame_69_0.jpg,N/A,"[32, 2]","[20, 28]","[46, 27]","[21, 48]","[49, 47]","[13, 72]","[56, 71]",
vid_41_frame_705_1.jpg,N/A,"[25, 5]","[18, 25]","[36, 22]","[18, 42]","[41, 39]","[16, 60]","[47, 55]",
vid_41_frame_216_11.jpg,N/A,"[8, 1]","[5, 8]","[11, 8]","[4, 14]","[14, 14]","[4, 20]","[15, 19]",
vid_38_frame_788_0.jpg,N/A,"[40, 5]","[27, 25]","[45, 27]","[23, 41]","[46, 43]","[15, 59]","[48, 63]",
vid_38_frame_812_4.jpg,N/A,"[19, 2]","[14, 18]","[27, 17]","[13, 31]","[31, 30]","[11, 46]","[36, 44]",
vid_53_frame_166_0.jpg,N/A,"[16, 1]","[9, 15]","[21, 15]","[8, 28]","[23, 27]","[4, 40]","[26, 40]",
vid_38_frame_781_0.jpg,N/A,"[30, 1]","[20, 19]","[38, 20]","[16, 33]","[39, 35]","[11, 51]","[41, 54]",
vid_42_frame_941_9.jpg,N/A,"[16, 3]","[10, 18]","[23, 17]","[9, 30]","[26, 30]","[7, 46]","[31, 44]",
vid_42_frame_910_6.jpg,N/A,"[12, 0]","[8, 10]","[16, 10]","[7, 17]","[18, 17]","[4, 27]","[20, 27]",
vid_62_frame_83_6.jpg,N/A,"[14, 1]","[9, 14]","[19, 13]","[9, 20]","[21, 19]","[7, 32]","[25, 31]",
vid_53_frame_315_1.jpg,N/A,"[16, 0]","[9, 18]","[23, 16]","[6, 34]","[27, 32]","[6, 47]","[30, 49]",
vid_42_frame_910_5.jpg,N/A,"[15, 3]","[9, 13]","[19, 13]","[7, 21]","[20, 22]","[5, 31]","[21, 32]",
vid_50_frame_133_0.jpg,N/A,"[47, 3]","[32, 19]","[51, 24]","[25, 33]","[51, 41]","[18, 44]","[52, 55]",
vid_42_frame_439_8.jpg,N/A,"[10, 3]","[8, 9]","[13, 9]","[6, 14]","[13, 14]","[4, 19]","[15, 19]",
vid_38_frame_815_0.jpg,N/A,"[25, 3]","[13, 22]","[35, 24]","[9, 40]","[36, 41]","[4, 59]","[38, 63]",
vid_50_frame_61_0.jpg,N/A,"[20, 7]","[15, 27]","[34, 21]","[15, 44]","[42, 35]","[18, 61]","[49, 48]",
vid_50_frame_248_0.jpg,N/A,"[7, 1]","[5, 10]","[13, 10]","[5, 17]","[15, 16]","[5, 24]","[17, 22]",
vid_38_frame_981_3.jpg,N/A,"[15, 1]","[8, 14]","[20, 13]","[7, 25]","[22, 24]","[5, 36]","[25, 37]",
vid_56_frame_23_1.jpg,N/A,"[24, 4]","[15, 21]","[32, 20]","[14, 40]","[37, 38]","[10, 58]","[40, 59]",
vid_62_frame_113_2.jpg,N/A,"[22, 5]","[15, 19]","[28, 20]","[13, 33]","[31, 31]","[10, 47]","[33, 46]",
vid_42_frame_841_2.jpg,N/A,"[10, 2]","[7, 15]","[16, 14]","[7, 24]","[19, 23]","[4, 35]","[22, 34]",
vid_38_frame_538_2.jpg,N/A,"[15, 4]","[10, 18]","[23, 18]","[9, 32]","[26, 30]","[7, 47]","[28, 45]",
vid_38_frame_930_3.jpg,N/A,"[11, 4]","[6, 13]","[15, 13]","[5, 19]","[15, 19]","[4, 26]","[15, 27]",
vid_38_frame_821_4.jpg,N/A,"[14, 2]","[10, 12]","[19, 12]","[8, 23]","[21, 23]","[5, 33]","[22, 34]",
vid_38_frame_813_2.jpg,N/A,"[25, 1]","[17, 20]","[34, 18]","[17, 37]","[39, 35]","[15, 56]","[45, 53]",
vid_64_frame_834_2.jpg,N/A,"[51, 1]","[36, 34]","[67, 34]","[30, 65]","[73, 66]","[23, 98]","[82, 100]",
vid_42_frame_444_1.jpg,N/A,"[21, 3]","[14, 16]","[26, 16]","[13, 29]","[29, 28]","[11, 42]","[31, 41]",
vid_38_frame_835_3.jpg,N/A,"[17, 2]","[12, 15]","[22, 14]","[10, 25]","[25, 24]","[7, 36]","[27, 37]",
vid_41_frame_216_1.jpg,N/A,"[23, 4]","[14, 38]","[41, 34]","[13, 66]","[51, 59]","[11, 96]","[61, 87]",
vid_52_frame_113_1.jpg,N/A,"[13, 3]","[9, 18]","[20, 17]","[7, 27]","[22, 27]","[4, 42]","[25, 41]",
vid_38_frame_569_1.jpg,N/A,"[71, 8]","[47, 39]","[79, 45]","[36, 67]","[79, 76]","[22, 96]","[79, 110]",
vid_53_frame_134_1.jpg,N/A,"[19, 2]","[12, 18]","[24, 19]","[11, 29]","[26, 28]","[8, 46]","[31, 44]",
vid_38_frame_812_9.jpg,N/A,"[13, 1]","[8, 10]","[18, 9]","[8, 17]","[19, 16]","[7, 26]","[22, 25]",
vid_38_frame_788_2.jpg,N/A,"[21, 2]","[13, 15]","[24, 15]","[11, 23]","[25, 24]","[6, 35]","[28, 36]",
vid_38_frame_541_4.jpg,N/A,"[10, 1]","[6, 9]","[14, 9]","[5, 16]","[15, 16]","[3, 23]","[17, 25]",
vid_38_frame_569_2.jpg,N/A,"[25, 4]","[17, 20]","[31, 22]","[12, 34]","[32, 35]","[7, 48]","[35, 50]",
vid_59_frame_159_0.jpg,N/A,"[25, 1]","[16, 20]","[35, 20]","[13, 34]","[37, 34]","[8, 54]","[39, 54]",
vid_38_frame_746_4.jpg,N/A,"[19, 3]","[13, 16]","[25, 16]","[9, 29]","[27, 30]","[6, 42]","[29, 42]",
vid_42_frame_761_1.jpg,N/A,"[23, 4]","[16, 18]","[30, 18]","[13, 32]","[31, 33]","[9, 47]","[33, 47]",
vid_38_frame_745_3.jpg,N/A,"[29, 0]","[22, 16]","[36, 16]","[19, 29]","[38, 30]","[15, 46]","[41, 47]",
vid_42_frame_941_6.jpg,N/A,"[14, 1]","[8, 11]","[17, 12]","[7, 19]","[19, 18]","[5, 28]","[21, 28]",
vid_38_frame_815_1.jpg,N/A,"[15, 1]","[9, 17]","[24, 16]","[8, 30]","[28, 29]","[8, 46]","[32, 43]",
vid_52_frame_91_1.jpg,N/A,"[20, 2]","[14, 18]","[25, 18]","[12, 30]","[27, 31]","[8, 45]","[30, 45]",
vid_42_frame_233_1.jpg,N/A,"[20, 2]","[14, 20]","[27, 19]","[13, 35]","[31, 33]","[8, 52]","[38, 49]",
vid_64_frame_566_7.jpg,N/A,"[8, 0]","[5, 6]","[11, 6]","[5, 11]","[12, 11]","[4, 15]","[13, 15]",
vid_38_frame_961_8.jpg,N/A,"[8, 1]","[5, 11]","[14, 10]","[4, 20]","[18, 18]","[4, 27]","[20, 25]",
vid_38_frame_788_1.jpg,N/A,"[15, 1]","[9, 14]","[21, 14]","[7, 27]","[22, 27]","[6, 38]","[26, 38]",
vid_42_frame_784_4.jpg,N/A,"[30, 1]","[22, 23]","[40, 21]","[21, 42]","[46, 39]","[20, 62]","[53, 58]",
vid_50_frame_177_3.jpg,N/A,"[22, 4]","[18, 28]","[39, 19]","[20, 46]","[49, 33]","[23, 65]","[58, 45]",
vid_42_frame_840_3.jpg,N/A,"[22, 2]","[15, 18]","[29, 19]","[12, 33]","[32, 32]","[9, 46]","[33, 48]",
vid_64_frame_463_1.jpg,N/A,"[16, 1]","[9, 16]","[23, 16]","[7, 30]","[26, 30]","[5, 45]","[28, 45]",
vid_42_frame_479_24.jpg,N/A,"[9, 3]","[6, 12]","[16, 11]","[6, 20]","[19, 19]","[8, 29]","[23, 27]",
vid_42_frame_397_0.jpg,N/A,"[21, 2]","[14, 17]","[26, 18]","[11, 30]","[28, 30]","[7, 44]","[30, 45]",
vid_41_frame_809_6.jpg,N/A,"[18, 3]","[12, 19]","[28, 18]","[12, 34]","[33, 32]","[12, 52]","[39, 48]",
vid_38_frame_974_1.jpg,N/A,"[34, 8]","[22, 30]","[41, 32]","[16, 48]","[42, 50]","[11, 66]","[44, 69]",
vid_42_frame_482_5.jpg,N/A,"[10, 3]","[7, 20]","[18, 17]","[7, 33]","[23, 29]","[5, 50]","[30, 46]",
vid_41_frame_627_0.jpg,N/A,"[25, 2]","[17, 18]","[32, 20]","[13, 34]","[34, 35]","[9, 53]","[38, 54]",
vid_42_frame_836_8.jpg,N/A,"[11, 2]","[7, 14]","[17, 12]","[8, 24]","[21, 22]","[8, 37]","[25, 33]",
vid_42_frame_914_10.jpg,N/A,"[16, 0]","[11, 10]","[20, 10]","[10, 17]","[21, 18]","[6, 25]","[22, 26]",
vid_64_frame_69_3.jpg,N/A,"[34, 1]","[23, 25]","[43, 24]","[20, 43]","[47, 41]","[14, 65]","[54, 63]",
vid_42_frame_488_1.jpg,N/A,"[41, 7]","[31, 42]","[59, 38]","[29, 71]","[68, 65]","[28, 103]","[79, 94]",
vid_58_frame_41_0.jpg,N/A,"[27, 1]","[17, 13]","[30, 15]","[12, 24]","[31, 27]","[7, 33]","[31, 38]",
vid_42_frame_944_5.jpg,N/A,"[18, 2]","[13, 20]","[27, 18]","[12, 36]","[32, 33]","[10, 52]","[38, 49]",
vid_42_frame_480_8.jpg,N/A,"[8, 2]","[5, 15]","[16, 14]","[5, 26]","[19, 25]","[5, 40]","[24, 37]",
vid_42_frame_838_8.jpg,N/A,"[12, 2]","[8, 11]","[15, 11]","[7, 16]","[16, 16]","[6, 24]","[19, 24]",
vid_38_frame_566_4.jpg,N/A,"[20, 3]","[14, 14]","[23, 14]","[12, 20]","[23, 21]","[8, 31]","[24, 32]",
vid_42_frame_233_10.jpg,N/A,"[10, 1]","[7, 12]","[15, 11]","[7, 22]","[18, 21]","[3, 33]","[20, 32]",
vid_41_frame_793_2.jpg,N/A,"[26, 3]","[18, 17]","[30, 18]","[14, 32]","[31, 34]","[6, 45]","[33, 48]",
vid_62_frame_65_1.jpg,N/A,"[21, 2]","[14, 18]","[28, 19]","[11, 33]","[30, 32]","[9, 48]","[33, 47]",
vid_42_frame_583_2.jpg,N/A,"[17, 3]","[11, 13]","[21, 13]","[8, 23]","[23, 24]","[5, 34]","[25, 36]",
vid_52_frame_136_5.jpg,N/A,"[18, 2]","[11, 18]","[25, 18]","[10, 31]","[28, 31]","[8, 45]","[31, 43]",
vid_41_frame_508_3.jpg,N/A,"[17, 3]","[11, 18]","[24, 18]","[9, 30]","[27, 30]","[7, 46]","[28, 46]",
vid_38_frame_816_3.jpg,N/A,"[22, 1]","[16, 17]","[28, 16]","[15, 27]","[30, 26]","[10, 41]","[33, 40]",
vid_38_frame_587_11.jpg,N/A,"[9, 1]","[6, 8]","[12, 8]","[5, 13]","[12, 13]","[4, 19]","[15, 19]",
vid_42_frame_910_4.jpg,N/A,"[27, 4]","[18, 22]","[32, 22]","[15, 34]","[33, 36]","[9, 50]","[37, 52]",
vid_38_frame_516_2.jpg,N/A,"[34, 1]","[23, 19]","[40, 21]","[16, 35]","[41, 38]","[8, 52]","[41, 57]",
vid_64_frame_863_0.jpg,N/A,"[64, 3]","[45, 47]","[83, 46]","[37, 86]","[89, 82]","[25, 128]","[99, 126]",
vid_38_frame_746_3.jpg,N/A,"[28, 2]","[20, 21]","[38, 20]","[18, 37]","[40, 36]","[14, 53]","[43, 53]",
vid_38_frame_579_3.jpg,N/A,"[19, 4]","[13, 19]","[26, 18]","[11, 31]","[29, 31]","[8, 47]","[33, 46]",
vid_38_frame_529_3.jpg,N/A,"[36, 2]","[25, 21]","[43, 24]","[19, 36]","[44, 38]","[13, 53]","[46, 57]",
vid_38_frame_566_2.jpg,N/A,"[29, 4]","[19, 20]","[34, 22]","[15, 32]","[35, 34]","[9, 47]","[36, 51]",
vid_64_frame_426_1.jpg,N/A,"[31, 3]","[22, 27]","[42, 26]","[19, 50]","[48, 49]","[15, 75]","[53, 71]",
vid_51_frame_22_0.jpg,N/A,"[30, 3]","[21, 17]","[35, 21]","[16, 30]","[35, 34]","[13, 40]","[36, 45]",
vid_64_frame_111_2.jpg,N/A,"[10, 1]","[6, 12]","[15, 12]","[6, 21]","[17, 21]","[4, 33]","[19, 31]",
vid_38_frame_924_0.jpg,N/A,"[24, 4]","[17, 22]","[33, 23]","[14, 40]","[38, 39]","[12, 61]","[42, 57]",
vid_64_frame_828_8.jpg,N/A,"[22, 4]","[14, 20]","[28, 20]","[12, 32]","[30, 33]","[7, 49]","[31, 48]",
vid_38_frame_821_6.jpg,N/A,"[13, 2]","[8, 12]","[16, 12]","[6, 20]","[18, 21]","[4, 29]","[19, 29]",
vid_38_frame_541_3.jpg,N/A,"[20, 2]","[13, 17]","[27, 18]","[10, 29]","[28, 31]","[6, 43]","[30, 46]",
vid_41_frame_713_3.jpg,N/A,"[16, 3]","[10, 16]","[22, 16]","[9, 30]","[25, 29]","[6, 40]","[27, 39]",
vid_38_frame_580_0.jpg,N/A,"[33, 9]","[24, 27]","[41, 29]","[21, 42]","[42, 44]","[16, 59]","[45, 61]",
vid_41_frame_703_2.jpg,N/A,"[19, 2]","[14, 18]","[29, 16]","[13, 31]","[33, 30]","[12, 46]","[37, 44]",
vid_38_frame_592_3.jpg,N/A,"[13, 5]","[9, 15]","[19, 15]","[6, 27]","[20, 28]","[4, 38]","[22, 39]",
vid_62_frame_83_8.jpg,N/A,"[11, 1]","[6, 10]","[15, 10]","[5, 19]","[16, 18]","[3, 26]","[18, 26]",
vid_56_frame_161_0.jpg,N/A,"[39, 2]","[29, 29]","[48, 28]","[25, 48]","[52, 48]","[18, 73]","[59, 75]",
vid_64_frame_242_0.jpg,N/A,"[20, 1]","[13, 16]","[26, 15]","[11, 31]","[29, 30]","[9, 46]","[34, 45]",
vid_42_frame_419_4.jpg,N/A,"[29, 7]","[21, 36]","[44, 33]","[19, 60]","[51, 55]","[17, 86]","[59, 79]",
vid_38_frame_907_3.jpg,N/A,"[31, 5]","[23, 24]","[38, 26]","[20, 38]","[39, 36]","[15, 54]","[44, 54]",
vid_65_frame_18_11.jpg,N/A,"[13, 2]","[9, 14]","[17, 14]","[8, 21]","[18, 21]","[4, 31]","[20, 32]",
vid_38_frame_972_2.jpg,N/A,"[26, 5]","[18, 26]","[37, 24]","[17, 45]","[42, 42]","[16, 64]","[48, 60]",
vid_42_frame_1007_11.jpg,N/A,"[7, 2]","[5, 9]","[11, 8]","[4, 16]","[13, 16]","[3, 23]","[15, 23]",
vid_38_frame_763_9.jpg,N/A,"[9, 1]","[6, 10]","[14, 10]","[6, 18]","[16, 17]","[5, 26]","[19, 24]",
vid_64_frame_799_6.jpg,N/A,"[10, 2]","[5, 10]","[14, 9]","[5, 15]","[15, 15]","[5, 21]","[16, 21]",
vid_42_frame_586_3.jpg,N/A,"[24, 1]","[16, 15]","[29, 15]","[13, 26]","[32, 28]","[9, 41]","[31, 43]",
vid_42_frame_233_20.jpg,N/A,"[8, 2]","[5, 11]","[15, 10]","[5, 19]","[18, 18]","[5, 26]","[20, 25]",
vid_38_frame_555_3.jpg,N/A,"[26, 1]","[15, 19]","[32, 20]","[12, 34]","[33, 35]","[7, 50]","[37, 52]",
vid_38_frame_775_3.jpg,N/A,"[15, 3]","[10, 14]","[18, 14]","[9, 20]","[19, 20]","[5, 28]","[19, 29]",
vid_64_frame_753_2.jpg,N/A,"[13, 2]","[8, 14]","[19, 14]","[7, 26]","[21, 26]","[5, 38]","[25, 38]",
vid_38_frame_579_2.jpg,N/A,"[17, 1]","[10, 13]","[23, 13]","[8, 23]","[24, 22]","[5, 35]","[26, 36]",
vid_38_frame_793_0.jpg,N/A,"[30, 9]","[20, 28]","[36, 29]","[16, 43]","[36, 44]","[9, 58]","[39, 61]",
vid_41_frame_643_2.jpg,N/A,"[14, 0]","[9, 13]","[20, 11]","[8, 24]","[23, 22]","[6, 36]","[26, 35]",
vid_64_frame_739_1.jpg,N/A,"[25, 2]","[19, 21]","[35, 19]","[17, 38]","[40, 35]","[16, 56]","[45, 52]",
vid_38_frame_907_2.jpg,N/A,"[51, 1]","[35, 22]","[57, 26]","[29, 40]","[57, 43]","[22, 59]","[60, 66]",
vid_58_frame_99_2.jpg,N/A,"[18, 2]","[13, 10]","[19, 10]","[11, 16]","[20, 17]","[7, 22]","[20, 23]",
vid_38_frame_919_4.jpg,N/A,"[13, 3]","[8, 16]","[19, 15]","[7, 28]","[22, 26]","[6, 40]","[25, 39]",
vid_38_frame_585_2.jpg,N/A,"[12, 3]","[8, 14]","[19, 13]","[7, 28]","[23, 25]","[7, 38]","[28, 36]",
vid_57_frame_141_1.jpg,N/A,"[25, 3]","[18, 21]","[33, 20]","[16, 34]","[35, 33]","[14, 52]","[40, 53]",
vid_64_frame_541_6.jpg,N/A,"[21, 5]","[8, 38]","[37, 35]","[4, 64]","[44, 61]","[1, 90]","[53, 89]",
vid_41_frame_156_8.jpg,N/A,"[10, 2]","[5, 14]","[17, 13]","[4, 25]","[21, 23]","[5, 37]","[24, 35]",
vid_50_frame_356_0.jpg,N/A,"[24, 3]","[16, 16]","[27, 17]","[13, 26]","[28, 28]","[10, 37]","[29, 40]",
vid_38_frame_919_0.jpg,N/A,"[18, 4]","[12, 19]","[23, 19]","[9, 28]","[24, 29]","[5, 42]","[28, 43]",
vid_59_frame_30_0.jpg,N/A,"[36, 3]","[27, 25]","[46, 24]","[24, 45]","[49, 44]","[22, 66]","[54, 65]",
vid_38_frame_534_2.jpg,N/A,"[24, 1]","[16, 20]","[31, 20]","[14, 34]","[33, 33]","[9, 49]","[38, 49]",
vid_38_frame_745_5.jpg,N/A,"[14, 1]","[8, 10]","[18, 10]","[6, 18]","[19, 19]","[4, 26]","[18, 27]",
vid_38_frame_821_0.jpg,N/A,"[13, 3]","[7, 16]","[20, 16]","[5, 29]","[21, 29]","[3, 42]","[24, 41]",
vid_38_frame_915_4.jpg,N/A,"[19, 2]","[11, 21]","[29, 19]","[11, 38]","[33, 35]","[9, 58]","[42, 54]",
vid_65_frame_40_1.jpg,N/A,"[32, 1]","[22, 18]","[38, 22]","[17, 38]","[40, 40]","[10, 52]","[41, 57]",
vid_64_frame_517_14.jpg,N/A,"[11, 1]","[7, 9]","[15, 10]","[6, 17]","[16, 17]","[4, 25]","[18, 26]",
vid_42_frame_776_17.jpg,N/A,"[16, 4]","[12, 14]","[20, 13]","[10, 23]","[22, 22]","[9, 35]","[26, 33]",
vid_59_frame_182_0.jpg,N/A,"[27, 11]","[18, 30]","[34, 30]","[15, 48]","[38, 48]","[12, 66]","[42, 67]",
vid_42_frame_780_3.jpg,N/A,"[19, 4]","[12, 25]","[29, 22]","[11, 43]","[34, 40]","[8, 62]","[40, 59]",
vid_52_frame_140_5.jpg,N/A,"[12, 2]","[8, 14]","[17, 13]","[7, 23]","[18, 23]","[5, 33]","[21, 33]",
vid_41_frame_704_2.jpg,N/A,"[21, 3]","[15, 22]","[31, 19]","[14, 37]","[36, 34]","[12, 54]","[41, 50]",
vid_38_frame_571_9.jpg,N/A,"[15, 1]","[9, 12]","[18, 13]","[7, 18]","[19, 19]","[3, 27]","[20, 29]",
vid_38_frame_516_1.jpg,N/A,"[23, 2]","[15, 21]","[32, 21]","[12, 37]","[35, 37]","[7, 56]","[40, 56]",
vid_38_frame_957_1.jpg,N/A,"[27, 8]","[19, 38]","[44, 32]","[17, 61]","[52, 55]","[18, 90]","[64, 81]",
vid_42_frame_442_2.jpg,N/A,"[16, 2]","[11, 14]","[21, 15]","[9, 25]","[22, 26]","[6, 38]","[25, 39]",
vid_38_frame_918_0.jpg,N/A,"[20, 2]","[13, 20]","[30, 19]","[12, 36]","[35, 33]","[12, 54]","[40, 52]",
vid_41_frame_648_2.jpg,N/A,"[18, 2]","[12, 17]","[28, 16]","[11, 32]","[33, 30]","[11, 47]","[37, 44]",
vid_38_frame_972_1.jpg,N/A,"[39, 10]","[23, 33]","[46, 37]","[17, 53]","[47, 57]","[7, 75]","[48, 82]",
